destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,derribo,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Castilla-La Mancha,Ciudad Real,Ciudad Real,true,1303401,El Reino de Don Quijote,13034,Pública,,true,Comercial/ocio,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Pública,,true,Deportivo,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Pública,,true,Residencial,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Pública,,true,Residencial turístico/hotelero,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,,true,Comercial/ocio,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,,true,Deportivo,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,,true,Residencial,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Ciudad Real,Ciudad Real,false,1303401,El Reino de Don Quijote,13034,Privada,,true,Residencial turístico/hotelero,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. El macroproyecto El Reino de Don Quijote fue declarado de Interés municipal por el Ayuntamiento de Ciudad Real y Regional por la Junta de Castilla-La Mancha. Entre los promotores estaba la antigua Caja Castilla-La Mancha, pero también Iberdrola o Avantis. De todo el proyecto se construyó un campo de golf y un lago. Fuentes del consistorio confirman que parte de los terrenos, correspondientes al monte (unas 400 hectáreas), fueron adquiridos en 2022 para ampliar el parque La Atalaya, tal y como informaba <a href=""https://www.latribunadeciudadreal.es/Noticia/Z7ABEC050-01F7-C929-F64BBDEA782EE880/202211/El-Reino-de-Don-Quijote-desde-La-Atalaya"" target=""_blank""><i>La Tribuna de Ciudad Real</i></a>. No obstante, aún se desconoce qué ocurrirá con la parte que quedó parcialmente urbanizada, aunque hay empresas interesadas en adquirirlas.","P-2112, 13005",39.0291581,-3.916068,"https://www.google.com/maps/@39.0291581,-3.9114279,3a,75y,20.38h,94.26t/data=!3m7!1e1!3m5!1sGic0n4e3BEuYI750X_uZeQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGic0n4e3BEuYI750X_uZeQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D212.06734%26pitch%3D0%26thumbfov%3D100!7i13312!8i6657",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciudadreal_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Comunidad de Madrid,Comunidad de Madrid,Ciempozuelos,true,2804001,Esqueleto de Ciempozuelos,28040,Privada,,false,Residencial,Sin uso,"El <a href=""https://ayto-ciempozuelos.org/index.php/2023/03/06/el-esqueleto-desaparecera-del-skyline-de-ciempozuelos/"" target=""_blank"">Ayuntamiento de Ciempozuelos</a> explica que el edificio se levantó en 1974 y estaba destinado a la construcción de viviendas. A principios de marzo se anunció que iba a ser derribado y, <a href=""https://ayto-ciempozuelos.org/index.php/2023/05/24/el-ayuntamiento-de-ciempozuelos-pospone-la-demolicion-del-esqueleto-a-pesar-de-los-informes-favorables-de-la-consejeria-de-medioambiente-tras-haber-pedido-opinion-a-expertos-sobre-lo/"" target=""_blank"">según la última información del consistorio</a>, será demolido previsiblemente después del verano, tras las reclamaciones de los vecinos, que pedían no hacerlo por los nidos de vencejos que se han asentado en la estructura.","Camino de Valdinojos 2, 28350",40.152588,-3.6160848,"https://www.google.com/maps/@40.152588,-3.6160848,3a,75y,145.72h,94.92t/data=!3m7!1e1!3m5!1sFU7vPNmEPQiE-YTVjhY7cg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFU7vPNmEPQiE-YTVjhY7cg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D197.43346%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciempozuelos_1.jpg,Isabel Trujillo,https://rtve.es/contenidos/fotos/datos/2023/hormigon/ciempozuelos_12.jpg,Isabel Trujillo,,,Pelayo Prieto,Previo al lanzamiento del proyecto
,Cataluña,Girona,Olot,true,1711401,Esqueleto en Bordils,17114,Privada,,false,Residencial,Sin uso,"La Unidad Informativa de Girona de RTVE informa de que se trata de otro ejemplo de edificación que lleva parado desde la crisis económica. En la actualidad es propiedad de un banco. Las imágenes de Google Maps, de agosto de 2018, muestran que lleva completamente parado desde 2015. Por el momento no se ha obtenido más información.","Camí de les Bruixes 150, 17800",42.1910716,2.4994073,"https://www.google.com/maps/@42.1910716,2.4994073,3a,75y,355.86h,94.64t/data=!3m6!1e1!3m4!1stSBpdbJqmIYFxCib9Cl-eA!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Centro Territorial RTVE Cataluña (Unidad informativa Girona),Previo al lanzamiento del proyecto
,Andalucía,Málaga,Málaga,true,2906701,Esqueleto en Málaga,29067,Privada,,false,Residencial,Sin uso,"El histórico de imágenes de Google Maps, que se inició en septiembre de 2008, muestra que desde enero de 2014 la estructura sigue en pie sin acabar. Un cartel en las inmediaciones indica que los terrenos son propiedad de la empresa Verteco S.L., Verificación Técnica de Obras S.L. Por el momento no se ha obtenido más información sobre este edificio.","Carretera Campo de Golf 28, 29004",36.6591868,-4.4717749,"https://www.google.es/maps/@36.6591868,-4.4717749,3a,75y,151.91h,87.77t/data=!3m6!1e1!3m4!1s_Me-Udslx7Z8HQhIHC4oXw!2e0!7i16384!8i8192?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/malaga_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/malaga_12.jpg,,,,Borja Díaz-Merry,Previo al lanzamiento del proyecto
,Galicia,Lugo,San Cibrao (Cervo),true,2701301,Esqueleto en San Cibrao,27013,Privada,,false,Residencial,Sin uso,"La construcción de este edificio se detuvo porque en la propia obra se encontraron restos de un castro celta. Vecinas de la zona afirman que este caso es ""especialmente sangrante porque se encuentra al lado del faro y genera un rechazo paisajístico brutal"". Según apuntan distintas fuentes, la empresa a la que se le adjudicó el proyecto se declaró en bancarrota y, además, no pueden seguir construyendo porque debajo está el castro. En las imágenes de Google Maps, de noviembre de 2009, se observa la presencia de otra construcción a medio terminar, la cual comenzó a ser derribada en febrero de 2023, según recoge <a href=""https://www.elprogreso.es/articulo/a-marina/cominezan/202302082025461638616.html"" target=""_blank""><i>El Progreso</i></a>. Ese mismo medio apunta a que este esqueleto también será demolido en los próximos meses para crear el primer centro arqueológico de A Mariña y un aparcamiento.","Carretera de San Cibrao, Carretera Faro, 27890",43.7002644,-7.4370237,"https://www.google.es/maps/@43.7002644,-7.4370237,3a,75y,247.36h,89.94t/data=!3m6!1e1!3m4!1soBbFIrauPKV8azMvVgrbkQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/sancibrao_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sancibrao_12.jpg,,,,Lucía Casas,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Lamparillas (Fortuna),true,3002001,Fortuna Hill Nature and Residential Golf Resort,30020,Privada,,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg. En varios portales web se ofertan estas viviendas unifamiliares y aseguran que el porcentaje de obra ejecutada es del 50%. En <a href=""https://murciaeconomia.com/art/8778/el-promotor-de-la-urbanizacion-fortuna-hill-entra-en-liquidacion"" target=""_blank""><i>MurciaEconomía</i></a> explicaban en 2012 que, después de que Eurohouse 2010 (filial del grupo inmobiliario San Antonio y promotora del proyecto Fortuna Hill Nature and Residential Golf Resort) aprobara el convenio que ponía fin a su concurso de acreedores, la empresa acabó presentando una solicitud de liquidación. Desde el Ayuntamiento de Fortuna confirman que la urbanización está igual que como se dejó, a medio construir.","Partida Amparillas 3, 30628",38.1493106,-1.110425,"https://www.google.com/maps/@38.1493106,-1.110425,3a,60y,56.46h,91.83t/data=!3m7!1e1!3m5!1sz7wjmkXeG8J6gp2NQ_piWw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dz7wjmkXeG8J6gp2NQ_piWw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D172.44353%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_1.jpg,Archivo Ayuntamiento Fortuna,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_12.jpg,Archivo Ayuntamiento Fortuna,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamparillas_13.jpg,Archivo Ayuntamiento Fortuna,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
destacado,Andalucía,Almería,Carboneras,true,0403201,Hotel Algarrobico,04032,Privada,,false,Residencial turístico/hotelero,Sin uso,"El hotel Algarrobico está a la espera de una demolición que no llega desde 2006. En 2011, el Boletín Oficial del Estado (BOE) <a href=""https://www.boe.es/boe/dias/2011/12/06/pdfs/BOE-A-2011-19199.pdf"" target=""_blank"">publicó cómo debía ser la operación</a>: el derribo estaría en manos del Ministerio de Transición Ecológica, mientras que la Junta de Andalucía se ocuparía de la restauración del espacio natural. En abril de 2023, el Ayuntamiento de Carboneras declaró el terreno donde se coloca la mole como ""no urbanizable"", tal y como se recoge en <a href=""https://www.rtve.es/noticias/20230426/ayuntamiento-carboneras-declara-no-urbanizable-terreno-algarrobico/2441691.shtml"" target=""_blank""><i>rtve.es</i></a>. Esta decisión permitiría revisar la licencia del hotel de la promotora Azata del Sol –que aseguró que siempre tuvo todos los permisos en regla, <a href=""https://www.rtve.es/noticias/20111113/algarrobico/474689.shtml"" target=""_blank"">como explicaron a <i>rtve.es</i></a>–, de 24 plantas, ubicado en pleno Parque Natural de Cabo de Gata-Níjar.","Carretera N-341 en dirección a Mojácar, 04149",37.0271039,-1.8791189,"https://www.google.com/maps/@37.0271039,-1.8791189,3a,75y,299.94h,108.46t/data=!3m8!1e1!3m6!1sAF1QipN779arLrbUhMWaDAPXjIAO3TVtbt6Z9qbTBDLh!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN779arLrbUhMWaDAPXjIAO3TVtbt6Z9qbTBDLh%3Dw203-h100-k-no-pi-0-ya227.53668-ro0-fo100!7i8192!8i4096",https://rtve.es/contenidos/fotos/datos/2023/hormigon/carboneras_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/carboneras_12.jpg,,,,En Portada (RTVE),Previo al lanzamiento del proyecto
